,taux_occupation_sae_mean,taux_occupation_sae_min,taux_occupation_sae_max,tx_incid_mean,tx_incid_min,tx_incid_max
0,38.86416055274614,0.0,266.7,93.83082463040839,0.0,93.83082463040839
